"GLIMS_ID"	"Latitude"	"Longitude"	"Type"	"M_Basin"	"Basin"	"Sub_basin"	"Area"	"Altitude"	"Dist_gr"	"Gr_fed"	"LithologyGLiM"	"GeologyHodgesYin"	"lake_ar"	"catchm_ar"	"glacier_ar"	"glac_cov"	"dist_lg"	"deb_ar"	"deb_cov"	"no_lakes_ctchm"	"Z_min"	"Z_q25"	"Z_q50"	"Z_mean"	"Z_q75"	"Z_max"	"Z_diff"	"mean_asp_ctchm"	"mean_slp_ctchm"	"mean_slp_250m"	"mean_slp_500m"	"mean_slp_1000m"	"no_eq_tot"	"eq_dep_min"	"eq_dep_q25"	"eq_dep_q50"	"eq_dep_mean"	"eq_dep_q75"	"eq_dep_max"	"no_eq_lt50km"	"no_eq_lt100km"	"no_eq_lt150km"	"no_eq_lt200km"	"no_eq_lt250km"	"no_eq_lt300km"	"no_eq_lt350km"	"no_eq_lt400km"	"eq_mag_min"	"eq_mag_q25"	"eq_mag_q50"	"eq_mag_mean"	"eq_mag_q75"	"eq_mag_max"	"no_eq_gtM25"	"no_eq_gtM30"	"no_eq_gtM35"	"no_eq_gtM40"	"no_eq_gtM45"	"no_eq_gtM50"	"no_eq_gtM55"	"no_eq_gtM60"	"no_eq_gtM65"	"no_eq_gtM70"	"no_eq_gtM75"	"Code"	"Major_Unit"	"bio1_lake"	"bio2_lake"	"bio3_lake"	"bio4_lake"	"bio5_lake"	"bio6_lake"	"bio7_lake"	"bio8_lake"	"bio9_lake"	"bio10_lake"	"bio11_lake"	"bio12_lake"	"bio13_lake"	"bio14_lake"	"bio15_lake"	"bio16_lake"	"bio17_lake"	"bio18_lake"	"bio19_lake"	"bio1_ctchm"	"bio2_ctchm"	"bio3_ctchm"	"bio4_ctchm"	"bio5_ctchm"	"bio6_ctchm"	"bio7_ctchm"	"bio8_ctchm"	"bio9_ctchm"	"bio10_ctchm"	"bio11_ctchm"	"bio12_ctchm"	"bio13_ctchm"	"bio14_ctchm"	"bio15_ctchm"	"bio16_ctchm"	"bio17_ctchm"	"bio18_ctchm"	"bio19_ctchm"	"GLOF"	"Date"
"7055"	"GL096999E29435N"	29.435	96.999	"M(o)"	"Brahmaputra"	"Dihang"	"Lohit"	0.018	5158	360	1	"unconsSeds"	"Gangdese Thrust"	18207	4018969	1821700	0.453	266	245403	0.135	1	5153	5310	5405	5399	5489	5668	515	1.18	0.36	0.391355257833468	0.443592372787006	0.374766361654613	47	10	33	33	34.32	34	80.9	44	47	47	47	47	47	47	47	3.5	4.2	4.4	4.41	4.7	5.2	47	47	46	38	17	3	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	-3	72	275	648	8.6	-17.6	26.2	5.5	-11.8	5.5	-11.8	840	145	9	67	431	27	431	27	-3.33	72	275	647.42	8.2	-17.94	26.13	5.17	-12.14	5.17	-12.14	910.8	156.4	9.4	67.1	465.3	28.1	465.3	28.1	0	NA
"7056"	"GL096999E29460N"	29.46	96.999	"M(e)"	"Brahmaputra"	"Dihang"	"Lohit"	0.053	5030	829.758972168	1	"acidPlutonics"	"Gangdese Thrust"	54488	7687319	3798373	0.494	704	657530	0.173	2	5027	5248	5354	5347	5457	5641	614	0.82	0.35	0.270304370442322	0.360382802884781	0.402234365664003	49	10	33	33	34.26	33	80.9	46	49	49	49	49	49	49	49	3.5	4.2	4.4	4.41	4.7	5.2	49	49	48	40	17	3	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	-2.28	72	274	649.4	9.31	-16.98	26.3	6.31	-11.09	6.31	-11.09	733.3	126.6	7	68	378.7	20.9	378.7	20.9	-3.13	72	274.9	648.45	8.42	-17.79	26.21	5.4	-11.97	5.4	-11.97	875.7	150.4	8.3	68	449.4	25.3	449.4	25.3	0	NA
"7057"	"GL096999E29715N"	29.715	96.999	"M(e)"	"Brahmaputra"	"Yarlung Zangbo"	"Yigong Zangbo"	0.015	5197	540	1	"iceGlaciers"	"Plateau"	15092	2279330	686871	0.301	415	68521	0.1	0	5205	5338	5473	5467	5587	5781	576	-2.03	0.47	0.371326987618391	0.46763777831138	0.484203816356245	62	10	33	33	32.59	33	80.9	58	62	62	62	62	62	62	62	3.5	4.2	4.4	4.43	4.7	5.2	62	62	61	51	22	5	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	-2.5	74	276	657.3	9.4	-17.5	26.8	6.1	-11.5	6.1	-11.5	715	132	6	74	392	18	392	18	-3.57	74	276.9	657.2	8.33	-18.42	26.8	5.12	-12.51	5.12	-12.51	838.3	155.8	6.9	75	463.4	20.6	463.4	20.6	0	NA
"7058"	"GL097001E29301N"	29.301	97.001	"M(o)"	"Brahmaputra"	"Yarlung Zangbo"	"Yigong Zangbo"	0.034	4604	2448.26464844	1	"unconsSeds"	"Plateau"	35144	6685631	700069	0.105	2398	104269	0.149	1	4597	4912	5072	5065	5222	5605	1008	0.21	0.4	0.132773368325315	0.155253284798365	0.247739916035204	42	10	33	33	34.85	35	80.9	40	42	42	42	42	42	42	42	3.5	4.2	4.5	4.42	4.7	5.2	42	42	41	33	19	2	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	0.09	71	273.1	643.58	11.39	-14.61	25.9	8.49	-8.81	8.49	-8.81	532.1	88	6	65	264	18	264	18	-1.93	71	274.4	641.68	9.36	-16.47	25.81	6.46	-10.73	6.46	-10.73	733.1	120.9	8.2	64.1	359.2	24.9	359.2	24.9	0	NA
"7059"	"GL097002E29422N"	29.422	97.002	"M(o)"	"Brahmaputra"	"Dihang"	"Lohit"	0.014	5218	360	1	"unconsSeds"	"Gangdese Thrust"	14845	4567837	2099366	0.46	266	300631	0.143	2	5220	5327	5422	5420	5509	5669	449	-0.03	0.34	0.148861128759949	0.201299594290179	0.309449782977247	50	10	33	33	34.38	34.5	80.9	47	50	50	50	50	50	50	50	3.5	4.2	4.45	4.42	4.7	5.2	50	50	49	40	19	3	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	-2.9	72	275	647.1	8.6	-17.5	26.1	5.6	-11.7	5.6	-11.7	779	134	8	67	398	24	398	24	-3.42	72	275	646.86	8.08	-18.01	26.1	5.07	-12.21	5.07	-12.21	848.8	145.4	8.5	67.2	434	25.9	434	25.9	0	NA
"7060"	"GL097002E29701N"	29.701	97.002	"M(e)"	"Brahmaputra"	"Yarlung Zangbo"	"Yigong Zangbo"	0.147	5125	636.396118164	1	"mixedSeds"	"Plateau"	151176	5172065	1104072	0.213	543	137756	0.125	0	5125	5261	5389	5382	5497	5732	607	-2.12	0.47	0.381043442749898	0.472147340337115	0.490450083977797	62	10	33	33	32.59	33	80.9	58	62	62	62	62	62	62	62	3.5	4.2	4.4	4.43	4.7	5.2	62	62	61	51	22	5	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	-2.81	74	276	657.09	9.06	-17.71	26.8	5.79	-11.81	5.79	-11.81	819.7	152	6.9	74.7	450.6	20.8	450.6	20.8	-3.23	74	276.5	656.85	8.66	-18.09	26.77	5.42	-12.18	5.42	-12.18	829.5	153.7	6.8	74.6	457.2	20.5	457.2	20.5	0	NA
"7062"	"GL097003E29445N"	29.445	97.003	"M(e)"	"Brahmaputra"	"Dihang"	"Lohit"	0.016	5234	324.499603271	1	"acidPlutonics"	"Gangdese Thrust"	16668	1190465	375338	0.315	249	76686	0.204	0	5239	5305	5378	5381	5457	5595	356	0.62	0.42	0.344129390776355	0.439769240716297	0.447560649920944	48	10	33	33	34.29	33.5	80.9	45	48	48	48	48	48	48	48	3.5	4.2	4.4	4.41	4.7	5.2	48	48	47	39	17	3	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	-2.9	72	275	648.4	8.6	-17.6	26.2	5.6	-11.8	5.6	-11.8	676	118	7	68	348	21	348	21	-3.14	72	275	648.19	8.37	-17.79	26.2	5.36	-11.99	5.36	-11.99	763.3	132.7	7.6	68	392.5	22.9	392.5	22.9	0	NA
"7064"	"GL097005E29400N"	29.4	97.005	"M(o)"	"Brahmaputra"	"Dihang"	"Lohit"	0.025	5248	90	1	"unconsSeds"	"Gangdese Thrust"	25877	2453628	1925071	0.785	18	159514	0.083	0	5248	5377	5461	5459	5543	5720	472	0.98	0.34	0.388931162161247	0.351484842690802	0.343574715041744	50	10	33	33	34.87	34.92	80.9	47	50	50	50	50	50	50	50	3.5	4.12	4.4	4.41	4.7	5.2	50	50	49	39	19	3	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	-2.97	72	275	646.33	8.53	-17.57	26.03	5.53	-11.77	5.53	-11.77	841.9	143.7	8	67.3	430	25.3	430	25.3	-3.58	72	275	646.14	7.89	-18.14	26.02	4.89	-12.34	4.89	-12.34	939.6	159.6	9.6	67.1	478.3	28.9	478.3	28.9	0	NA
"7066"	"GL097005E29517N"	29.517	97.005	"M(e)"	"Brahmaputra"	"Yarlung Zangbo"	"Yigong Zangbo"	0.013	5086	360	1	"iceGlaciers"	"Plateau"	13410	7017965	3488890	0.497	212	547565	0.157	1	5082	5277	5381	5373	5472	5692	610	-0.64	0.38	0.37555204643437	0.434081999508636	0.441909849577124	53	10	33	33	34.1	33	80.9	49	53	53	53	53	53	53	53	3.5	4.2	4.4	4.4	4.7	5.2	53	53	52	42	18	4	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	-2.41	72	275	651	9.19	-17.16	26.4	6.09	-11.31	6.09	-11.31	664.8	117.9	6.6	69.4	349.6	19.7	349.6	19.7	-3.27	72.1	275	650.47	8.37	-17.95	26.33	5.27	-12.14	5.27	-12.14	772.2	136.2	7.4	69.6	405.9	22.3	405.9	22.3	0	NA
"7069"	"GL097012E29403N"	29.403	97.012	"M(e)"	"Brahmaputra"	"Dihang"	"Lohit"	0.124	5151	540	1	"acidPlutonics"	"Gangdese Thrust"	127685	5189678	2006683	0.387	447	221704	0.11	3	5148	5282	5382	5386	5495	5715	567	1.22	0.38	0.308248085994012	0.392116455458702	0.411227123229505	49	10	33	33	34.88	35	80.9	46	49	49	49	49	49	49	49	3.5	4.2	4.4	4.41	4.7	5.2	49	49	48	39	19	3	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	-2.5	72	274	646.6	9	-17.1	26.1	6	-11.4	6	-11.4	723	124	7	67	371	21	371	21	-3.25	72	274.8	646.35	8.23	-17.83	26.06	5.23	-12.05	5.23	-12.05	841.1	143.5	8.3	67.2	429.7	25.3	429.7	25.3	0	NA
"7070"	"GL097014E29482N"	29.482	97.014	"M(e)"	"Brahmaputra"	"Dihang"	"Lohit"	0.01	5252	371.079498291	1	"acidPlutonics"	"Gangdese Thrust"	10316	1815976	958173	0.528	285	130369	0.136	0	5249	5369	5436	5431	5501	5620	371	1.49	0.35	0.207055442512757	0.332230511818418	0.347986783486881	49	10	33	33	33.79	33	80.9	46	49	49	49	49	49	49	49	3.5	4.2	4.4	4.41	4.7	5.2	49	49	48	40	17	3	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	-2.9	72	275	649.7	8.7	-17.6	26.3	5.6	-11.8	5.6	-11.8	842	148	7	70	442	23	442	23	-3.41	72	275	649.62	8.19	-18.08	26.27	5.16	-12.23	5.16	-12.23	881.1	154.9	7.9	69.6	462.9	24.3	462.9	24.3	0	NA
"7073"	"GL097021E29670N"	29.67	97.021	"M(e)"	"Brahmaputra"	"Yarlung Zangbo"	"Yigong Zangbo"	0.066	5209	371.079498291	1	"iceGlaciers"	"Plateau"	67831	4426834	1193662	0.27	286	122065	0.102	0	5214	5332	5435	5442	5551	5796	582	-2.28	0.43	0.292369667774893	0.369486926097707	0.438982177182608	63	10	33	33	33.13	33	80.9	58	63	63	63	63	63	63	63	3.5	4.2	4.4	4.43	4.7	5.2	63	63	62	52	22	5	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	-2.8	74	276	655.9	9	-17.7	26.7	5.8	-11.8	5.8	-11.8	880	163	7	75	487	21	487	21	-3.43	74	276.7	655.78	8.41	-18.28	26.7	5.21	-12.38	5.21	-12.38	861	160	6.9	75.1	478	20.6	478	20.6	0	NA
"7074"	"GL097022E29392N"	29.392	97.022	"M(e)"	"Brahmaputra"	"Dihang"	"Lohit"	0.234	5001	547.448608398	1	"acidPlutonics"	"Gangdese Thrust"	241537	8999127	4356963	0.484	437	504958	0.116	0	5005	5185	5339	5328	5469	5717	712	0.55	0.4	0.407527919726381	0.43278809182655	0.4262657634994	47	10	33	33	34.96	35	80.9	44	47	47	47	47	47	47	47	3.5	4.2	4.5	4.42	4.7	5.2	47	47	46	38	19	3	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	-2.35	71.7	274	646.4	9.05	-17.02	26.1	6.08	-11.22	6.08	-11.22	684.4	117.2	6.8	67.2	351	20.5	351	20.5	-3.06	71.3	274.6	645.8	8.39	-17.65	26.04	5.41	-11.85	5.41	-11.85	841.5	143.1	8.4	67	428.6	25.6	428.6	25.6	0	NA
"7075"	"GL097023E29349N"	29.349	97.023	"M(o)"	"Brahmaputra"	"Yarlung Zangbo"	"Yigong Zangbo"	0.017	5088	450	1	"acidPlutonics"	"Gangdese Thrust"	17240	1823206	422225	0.232	416	51990	0.123	1	5074	5212	5298	5295	5381	5547	473	2.87	0.44	0.27261464989634	0.434538015975376	0.449457507883605	46	10	33	33	34.35	34.92	80.9	44	46	46	46	46	46	46	46	3.5	4.12	4.4	4.39	4.7	5.2	46	46	45	36	17	2	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	-1.7	71	274	644.6	9.6	-16.4	26	6.7	-10.6	6.7	-10.6	980	165	10	66	495	30	495	30	-2.79	71	274.1	644.57	8.6	-17.4	25.98	5.61	-11.6	5.61	-11.6	990.9	167.9	9.9	66.7	503.1	30	503.1	30	0	NA
"7079"	"GL097031E29228N"	29.228	97.031	"M(e)"	"Brahmaputra"	"Dihang"	"Lohit"	0.182	3941	630	1	"iceGlaciers"	"Plateau"	187242	115050710	22138418	0.192	590	2303537	0.104	6	3951	4680	4972	4946	5212	6160	2209	1.9	0.4	0.339065981557894	0.374492061493382	0.457251104243142	34	10	33	33	35.55	40.92	80.9	32	34	34	34	34	34	34	34	3.5	4.03	4.4	4.36	4.68	5	34	34	33	25	13	0	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	2.6	70	273	641.42	13.71	-12.1	25.81	10.9	-6.39	10.9	-6.39	418.4	68.4	5	64	205.1	15	205.1	15	-1.47	70.8	274.2	641.71	9.78	-16.04	25.81	6.9	-10.28	6.9	-10.28	794.3	130.9	8.5	64.5	391.5	25.9	391.5	25.9	0	NA
"7080"	"GL097033E29472N"	29.472	97.033	"M(e)"	"Brahmaputra"	"Dihang"	"Lohit"	0.065	5212	90	1	"acidPlutonics"	"Gangdese Thrust"	67251	5092274	2782184	0.546	0	171572	0.062	0	5212	5336	5425	5430	5521	5723	511	-1.37	0.29	0.216060015602735	0.261324136250036	0.310670812317186	49	10	33	33	33.79	33	80.9	46	49	49	49	49	49	49	49	3.5	4.2	4.4	4.41	4.7	5.2	49	49	48	40	17	3	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	-2.87	72	275	649.23	8.73	-17.47	26.2	5.73	-11.67	5.73	-11.67	884.2	156.2	8.4	69.4	464.7	25.1	464.7	25.1	-3.46	72	275	648.81	8.13	-18.08	26.21	5.08	-12.27	5.08	-12.27	926.6	164.5	8.8	69.9	491.5	26.5	491.5	26.5	0	NA
"7084"	"GL097040E29455N"	29.455	97.04	"M(o)"	"Brahmaputra"	"Dihang"	"Lohit"	0.017	5195	603.738342285	1	"iceGlaciers"	"Gangdese Thrust"	17977	4234160	1826573	0.431	438	200770	0.11	1	5191	5337	5451	5450	5560	5723	532	-1.94	0.38	0.285121606256591	0.344608330823457	0.386753851117897	49	10	33	33	33.79	33	80.9	46	49	49	49	49	49	49	49	3.5	4.2	4.4	4.41	4.7	5.2	49	49	48	40	17	3	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	-2.6	72	275	648.9	8.9	-17.3	26.2	5.9	-11.5	5.9	-11.5	898	158	9	69	474	27	474	27	-3.57	72	275	648.26	7.99	-18.17	26.2	4.95	-12.38	4.95	-12.38	935.4	165.6	8.8	69.6	495.4	26.7	495.4	26.7	0	NA
"7086"	"GL097042E29479N"	29.479	97.042	"M(o)"	"Brahmaputra"	"Dihang"	"Lohit"	0.057	5365	254.558441162	1	"iceGlaciers"	"Plateau"	58283	1293913	325736	0.252	176	130521	0.401	2	5371	5398	5474	5488	5560	5701	330	-1.92	0.35	0.166361872774511	0.27527549757407	0.367486531034854	49	10	33	33	33.79	33	80.9	46	49	49	49	49	49	49	49	3.5	4.2	4.4	4.41	4.7	5.2	49	49	48	40	17	3	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	-3.48	72	275	649.33	8.19	-18.08	26.3	5.12	-12.28	5.12	-12.28	944.6	167.8	9	70	502.7	27	502.7	27	-3.64	72	275	649.28	8.02	-18.24	26.28	4.96	-12.44	4.96	-12.44	939.1	167.1	8.9	70.1	500.6	26.8	500.6	26.8	0	NA
"7088"	"GL097044E29582N"	29.582	97.044	"M(e)"	"Brahmaputra"	"Yarlung Zangbo"	"Yigong Zangbo"	0.075	5169	725.603210449	1	"iceGlaciers"	"Plateau"	77335	3304403	629732	0.191	574	65535	0.104	0	5175	5272	5392	5390	5496	5653	478	-1.19	0.45	0.361428654201729	0.467063192702119	0.458378093540217	59	10	33	33	33.92	33	80.9	54	59	59	59	59	59	59	59	3.5	4.2	4.4	4.41	4.7	5.2	59	59	58	48	20	4	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	-2.71	73	275.1	653.21	8.99	-17.51	26.5	5.89	-11.61	5.89	-11.61	823.4	152	7	73	449.9	21.9	449.9	21.9	-3.2	73	275.8	652.92	8.55	-17.96	26.5	5.39	-12.07	5.39	-12.07	809.2	149.2	7.3	72.8	442.4	22.2	442.4	22.2	0	NA
"7089"	"GL097045E29438N"	29.438	97.045	"M(o)"	"Brahmaputra"	"Dihang"	"Lohit"	0.01	5324	402.492248535	1	"acidPlutonics"	"Gangdese Thrust"	10627	1035982	159891	0.154	367	69987	0.438	0	5321	5394	5461	5467	5533	5680	359	-3.04	0.41	0.405469777865384	0.430263653692456	0.415324477931042	48	10	33	33	33.81	33.5	80.9	45	48	48	48	48	48	48	48	3.5	4.2	4.4	4.41	4.7	5.2	48	48	47	39	17	3	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	-3.3	72	275	647.9	8.3	-17.9	26.2	5.2	-12.1	5.2	-12.1	922	163	9	69	487	27	487	27	-3.36	72	275	647.93	8.22	-17.95	26.2	5.15	-12.16	5.15	-12.16	926.1	163.6	8.9	69.2	489.2	26.7	489.2	26.7	0	NA
"7090"	"GL097045E29480N"	29.48	97.045	"M(o)"	"Brahmaputra"	"Dihang"	"Lohit"	0.017	5385	324.499603271	1	"iceGlaciers"	"Plateau"	17144	938155	286975	0.306	213	104247	0.363	0	5382	5451	5520	5524	5592	5701	319	-2.01	0.41	0.222404151871105	0.363420201264435	0.417169904819024	49	10	33	33	33.79	33	80.9	46	49	49	49	49	49	49	49	3.5	4.2	4.4	4.41	4.7	5.2	49	49	48	40	17	3	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	-3.6	72	275	649.3	8.1	-18.2	26.3	5	-12.4	5	-12.4	951	169	9	70	507	27	507	27	-3.7	72	275	649.27	7.95	-18.31	26.27	4.89	-12.51	4.89	-12.51	937.5	166.9	8.8	70.2	500.1	26.7	500.1	26.7	0	NA
"7091"	"GL097046E29486N"	29.486	97.046	"M(o)"	"Brahmaputra"	"Yarlung Zangbo"	"Yigong Zangbo"	0.01	5439	371.079498291	1	"iceGlaciers"	"Plateau"	10156	591767	68636	0.116	348	9042	0.132	0	5436	5495	5555	5562	5632	5701	265	-2.8	0.46	0.422929747844254	0.472181201244016	0.459807814376348	51	10	33	33	33.31	33	80.9	48	51	51	51	51	51	51	51	3.5	4.2	4.4	4.41	4.7	5.2	51	51	50	41	18	3	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	-3.7	72	275	649.5	7.9	-18.4	26.3	4.8	-12.6	4.8	-12.6	907	162	8	71	484	26	484	26	-3.75	72	275	649.46	7.86	-18.42	26.29	4.78	-12.62	4.78	-12.62	909.2	162.4	8.2	70.8	485.3	25.9	485.3	25.9	0	NA
"7092"	"GL097053E29497N"	29.497	97.053	"M(o)"	"Brahmaputra"	"Yarlung Zangbo"	"Yigong Zangbo"	0.011	5264	201.246124268	1	"iceGlaciers"	"Plateau"	10911	5059764	2381338	0.471	93	254019	0.107	0	5261	5368	5485	5468	5562	5701	440	-0.83	0.31	0.155245256621537	0.205128423948117	0.288328301130009	52	10	33	33	33.68	33.5	80.9	48	52	52	52	52	52	52	52	3.5	4.18	4.4	4.4	4.7	5.2	52	52	51	41	18	3	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	-3	72	275	650	8.6	-17.7	26.3	5.5	-11.9	5.5	-11.9	804	145	8	70	429	24	429	24	-3.56	72.2	275.2	649.87	8.06	-18.22	26.29	4.99	-12.41	4.99	-12.41	847	152.8	8	71	455.1	24.2	455.1	24.2	0	NA
"7095"	"GL097059E29554N"	29.554	97.059	"M(o)"	"Brahmaputra"	"Yarlung Zangbo"	"Yigong Zangbo"	0.03	5143	524.785644531	1	"iceGlaciers"	"Plateau"	30430	4932150	1962530	0.398	444	151956	0.077	1	5143	5370	5490	5480	5587	5958	815	-1.38	0.43	0.393164626663415	0.427710078861912	0.46644918234509	57	10	33	33	33.79	33	80.9	52	57	57	57	57	57	57	57	3.5	4.2	4.4	4.42	4.7	5.2	57	57	56	46	21	4	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	-2.79	73	275.1	652.37	8.91	-17.59	26.49	5.8	-11.69	5.8	-11.69	830.3	152.3	7.9	73	454.9	23.7	454.9	23.7	-3.55	73	275.8	651.73	8.15	-18.27	26.42	5.03	-12.41	5.03	-12.41	853.5	156.5	7.8	73	468.8	23.4	468.8	23.4	0	NA
"7096"	"GL097062E29480N"	29.48	97.062	"M(o)"	"Brahmaputra"	"Dihang"	"Lohit"	0.034	5374	0	1	"iceGlaciers"	"Plateau"	34832	2054263	1271107	0.619	0	179863	0.142	1	5371	5460	5532	5527	5591	5700	329	1.59	0.28	0.226047117785755	0.237344598227917	0.276705543853281	52	10	33	33	33.31	33	80.9	49	52	52	52	52	52	52	52	3.5	4.18	4.4	4.4	4.7	5.2	52	52	51	41	18	3	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	-3.3	72	275	649.4	8.3	-18	26.3	5.2	-12.2	5.2	-12.2	834	150	8	71	448	24	448	24	-3.79	72	275	649.26	7.81	-18.42	26.26	4.78	-12.61	4.78	-12.61	885.9	158.8	8.4	70.6	474.4	25.3	474.4	25.3	0	NA
"7100"	"GL097066E29552N"	29.552	97.066	"M(o)"	"Brahmaputra"	"Yarlung Zangbo"	"Yigong Zangbo"	0.033	5291	90	1	"iceGlaciers"	"Plateau"	34241	3138900	1723263	0.549	0	106994	0.062	0	5291	5469	5531	5547	5626	5957	666	-1.9	0.39	0.356086452184923	0.390909512168917	0.361679743601177	58	10	33	33	33.38	33	80.9	53	58	58	58	58	58	58	58	3.5	4.2	4.4	4.42	4.7	5.2	58	58	57	47	21	4	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	-3.06	73	275.3	652.28	8.64	-17.83	26.47	5.54	-11.96	5.54	-11.96	841.2	154.4	8	73	461.9	24	461.9	24	-3.78	73	276	651.58	7.92	-18.48	26.4	4.8	-12.63	4.8	-12.63	867.4	159.2	7.8	73.1	477.4	23.5	477.4	23.5	0	NA
"7101"	"GL097068E29509N"	29.509	97.068	"M(e)"	"Brahmaputra"	"Dihang"	"Lohit"	0.091	5278	450	1	"iceGlaciers"	"Plateau"	93541	3253044	1676053	0.515	313	99312	0.059	0	5278	5373	5451	5456	5534	5686	408	-0.87	0.28	0.16145185602336	0.219008765625699	0.294760412157775	53	10	33	33	33.66	33	80.9	49	53	53	53	53	53	53	53	3.5	4.1	4.4	4.39	4.7	5.2	53	53	52	41	18	3	0	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	-2.98	72.6	275	650.54	8.62	-17.68	26.35	5.52	-11.88	5.52	-11.88	741.7	135.1	7.1	71.5	402.5	21.3	402.5	21.3	-3.52	72	275.2	649.9	8.13	-18.16	26.29	5.03	-12.36	5.03	-12.36	796.8	144.8	7.6	71.1	431.2	22.8	431.2	22.8	0	NA
"7102"	"GL097073E29586N"	29.586	97.073	"M(o)"	"Brahmaputra"	"Yarlung Zangbo"	"Yigong Zangbo"	0.022	5288	270	1	"iceGlaciers"	"Plateau"	22538	1106697	209442	0.189	167	58257	0.278	0	5303	5392	5474	5482	5570	5747	444	-2.2	0.47	0.454273909262845	0.46001605821258	0.484784079353346	63	6	33	33	32.55	33	80.9	58	63	63	63	63	63	63	63	3.5	4.2	4.4	4.45	4.7	5.7	63	63	62	52	24	6	1	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	-3.1	73	276	653	8.7	-17.8	26.5	5.5	-12	5.5	-12	739	138	6	75	414	19	414	19	-3.48	73	276	652.98	8.27	-18.23	26.5	5.11	-12.39	5.11	-12.39	789.4	147.4	6.7	74.3	441.3	20.3	441.3	20.3	0	NA
"7103"	"GL097074E29426N"	29.426	97.074	"M(e)"	"Brahmaputra"	"Dihang"	"Lohit"	0.057	5271	90	1	"iceGlaciers"	"Gangdese Thrust"	59128	2602957	1302102	0.5	0	196807	0.151	0	5274	5381	5462	5454	5526	5692	418	2.11	0.32	0.284009436650534	0.28644674250029	0.33063277766435	49	10	33	33	33.79	33	80.9	46	49	49	49	49	49	49	49	3.5	4.2	4.4	4.4	4.7	5.2	49	49	48	39	17	3	0	0	0	0	0	"Gangdese Batholith"	"Gangdese Thrust"	-3.46	72	275	647.29	8.04	-18.06	26.1	5.04	-12.27	5.04	-12.27	947.5	168.3	9	70	503.8	27	503.8	27	-3.43	72	275	647.35	8.09	-18.03	26.1	5.07	-12.25	5.07	-12.25	934.8	166.4	9	70	497.6	26.9	497.6	26.9	0	NA
"7105"	"GL097075E29609N"	29.609	97.075	"M(e)"	"Brahmaputra"	"Yarlung Zangbo"	"Yigong Zangbo"	0.148	5257	540	1	"acidPlutonics"	"Plateau"	152290	4644041	250188	0.054	379	146934	0.587	1	5271	5314	5407	5422	5513	5753	482	-1.1	0.38	0.231307895298222	0.258988610621215	0.348051803314017	63	6	33	33	32.55	33	80.9	58	63	63	63	63	63	63	63	3.5	4.2	4.4	4.45	4.7	5.7	63	63	62	52	24	6	1	0	0	0	0	"Plateau (undifferentiated)"	"Plateau"	-2.96	73	276	653.99	8.84	-17.75	26.59	5.64	-11.86	5.64	-11.86	788.7	148.3	7	75	440.6	21	440.6	21	-3.34	73	276.1	653.61	8.46	-18.1	26.55	5.27	-12.24	5.27	-12.24	811.4	152.7	7	74.9	454.4	21	454.4	21	0	NA
